HSCode,Commodity,value,country,year
2,MEAT AND EDIBLE MEAT OFFAL.,0.02,U S A,2020
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",29.28,U S A,2020
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.02,U S A,2020
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",11.42,U S A,2020
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,1.86,U S A,2020
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,17.9,U S A,2020
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,900.85,U S A,2020
9,"COFFEE, TEA, MATE AND SPICES.",2.54,U S A,2020
10,CEREALS.,2.36,U S A,2020
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,1.89,U S A,2020
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",16.25,U S A,2020
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",12.89,U S A,2020
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0,U S A,2020
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,45.63,U S A,2020
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",2.87,U S A,2020
17,SUGARS AND SUGAR CONFECTIONERY.,20.42,U S A,2020
18,COCOA AND COCOA PREPARATIONS.,1.34,U S A,2020
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.32,U S A,2020
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",11.4,U S A,2020
21,MISCELLANEOUS EDIBLE PREPARATIONS.,33.03,U S A,2020
22,"BEVERAGES, SPIRITS AND VINEGAR.",327.42,U S A,2020
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,23.17,U S A,2020
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.43,U S A,2020
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",42.19,U S A,2020
26,"ORES, SLAG AND ASH.",50.93,U S A,2020
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",8705.59,U S A,2020
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",472.3,U S A,2020
29,ORGANIC CHEMICALS,1591.94,U S A,2020
30,PHARMACEUTICAL PRODUCTS,306.18,U S A,2020
31,FERTILISERS.,22.18,U S A,2020
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",116.77,U S A,2020
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",70.8,U S A,2020
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",116.79,U S A,2020
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,66.47,U S A,2020
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,2.6,U S A,2020
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,19.25,U S A,2020
38,MISCELLANEOUS CHEMICAL PRODUCTS.,878.32,U S A,2020
39,PLASTIC AND ARTICLES THEREOF.,1066.6,U S A,2020
40,RUBBER AND ARTICLES THEREOF.,173.9,U S A,2020
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,8.12,U S A,2020
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",4.51,U S A,2020
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.01,U S A,2020
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,39.43,U S A,2020
45,CORK AND ARTICLES OF CORK.,0.13,U S A,2020
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.03,U S A,2020
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,534.95,U S A,2020
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",177.89,U S A,2020
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",37.12,U S A,2020
50,SILK,0.07,U S A,2020
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.32,U S A,2020
52,COTTON.,149.63,U S A,2020
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.09,U S A,2020
54,MAN-MADE FILAMENTS.,18.19,U S A,2020
55,MAN-MADE STAPLE FIBRES.,22.1,U S A,2020
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",18.63,U S A,2020
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,4.34,U S A,2020
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.88,U S A,2020
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",14.55,U S A,2020
60,KNITTED OR CROCHETED FABRICS.,0.6,U S A,2020
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",2.98,U S A,2020
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",6.14,U S A,2020
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,61.82,U S A,2020
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2.24,U S A,2020
65,HEADGEAR AND PARTS THEREOF.,1.06,U S A,2020
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.03,U S A,2020
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.17,U S A,2020
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",36.52,U S A,2020
69,CERAMIC PRODUCTS.,20.86,U S A,2020
70,GLASS AND GLASSWARE.,46.64,U S A,2020
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",5069.81,U S A,2020
72,IRON AND STEEL,392.66,U S A,2020
73,ARTICLES OF IRON OR STEEL,196.63,U S A,2020
74,COPPER AND ARTICLES THEREOF.,153.99,U S A,2020
75,NICKEL AND ARTICLES THEREOF.,58.31,U S A,2020
76,ALUMINIUM AND ARTICLES THEREOF.,498.51,U S A,2020
78,LEAD AND ARTICLES THEREOF.,55.59,U S A,2020
79,ZINC AND ARTICLES THEREOF.,19.84,U S A,2020
80,TIN AND ARTICLES THEREOF.,0.02,U S A,2020
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,29.71,U S A,2020
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",47.77,U S A,2020
83,MISCELLANEOUS ARTICLES OF BASE METAL.,41.7,U S A,2020
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2386.09,U S A,2020
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",1530.05,U S A,2020
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",26.02,U S A,2020
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",358.28,U S A,2020
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",265.12,U S A,2020
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",8.2,U S A,2020
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",1176.16,U S A,2020
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.5,U S A,2020
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2.41,U S A,2020
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,1.46,U S A,2020
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",40.03,U S A,2020
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",12.28,U S A,2020
96,MISCELLANEOUS MANUFACTURED ARTICLES.,20.41,U S A,2020
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,21.43,U S A,2020
98,PROJECT GOODS; SOME SPECIAL USES.,92.84,U S A,2020
99,MISCELLANEOUS GOODS.,1.31,U S A,2020
1,LIVE ANIMALS.,3.95,U S A,2021
2,MEAT AND EDIBLE MEAT OFFAL.,0.11,U S A,2021
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",34.63,U S A,2021
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.73,U S A,2021
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",17.3,U S A,2021
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,2.21,U S A,2021
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,2.17,U S A,2021
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,859.15,U S A,2021
9,"COFFEE, TEA, MATE AND SPICES.",2.25,U S A,2021
10,CEREALS.,1.74,U S A,2021
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,1.78,U S A,2021
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",14.25,U S A,2021
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",12.95,U S A,2021
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.01,U S A,2021
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,180.98,U S A,2021
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",5.79,U S A,2021
17,SUGARS AND SUGAR CONFECTIONERY.,13.95,U S A,2021
18,COCOA AND COCOA PREPARATIONS.,3.29,U S A,2021
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.05,U S A,2021
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",17.04,U S A,2021
21,MISCELLANEOUS EDIBLE PREPARATIONS.,52.37,U S A,2021
22,"BEVERAGES, SPIRITS AND VINEGAR.",316.72,U S A,2021
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,34.06,U S A,2021
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.09,U S A,2021
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",52.66,U S A,2021
26,"ORES, SLAG AND ASH.",53.82,U S A,2021
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",16849.16,U S A,2021
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",391.28,U S A,2021
29,ORGANIC CHEMICALS,1999.44,U S A,2021
30,PHARMACEUTICAL PRODUCTS,545.12,U S A,2021
31,FERTILISERS.,12.59,U S A,2021
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",161.76,U S A,2021
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",90.16,U S A,2021
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",150.34,U S A,2021
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,77.98,U S A,2021
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,6.4,U S A,2021
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,28.06,U S A,2021
38,MISCELLANEOUS CHEMICAL PRODUCTS.,1166.72,U S A,2021
39,PLASTIC AND ARTICLES THEREOF.,1185,U S A,2021
40,RUBBER AND ARTICLES THEREOF.,217.85,U S A,2021
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,5.31,U S A,2021
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",2.97,U S A,2021
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.02,U S A,2021
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,57.99,U S A,2021
45,CORK AND ARTICLES OF CORK.,0.14,U S A,2021
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0,U S A,2021
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,1015.46,U S A,2021
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",209.73,U S A,2021
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",46.03,U S A,2021
50,SILK,0.61,U S A,2021
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.31,U S A,2021
52,COTTON.,229.86,U S A,2021
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.06,U S A,2021
54,MAN-MADE FILAMENTS.,23.04,U S A,2021
55,MAN-MADE STAPLE FIBRES.,24.22,U S A,2021
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",21.19,U S A,2021
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,5.38,U S A,2021
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,6.37,U S A,2021
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",15.9,U S A,2021
60,KNITTED OR CROCHETED FABRICS.,1.1,U S A,2021
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",1.39,U S A,2021
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",5.27,U S A,2021
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,89.89,U S A,2021
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",4.34,U S A,2021
65,HEADGEAR AND PARTS THEREOF.,0.97,U S A,2021
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.06,U S A,2021
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.19,U S A,2021
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",48.37,U S A,2021
69,CERAMIC PRODUCTS.,26.54,U S A,2021
70,GLASS AND GLASSWARE.,65.53,U S A,2021
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",6845.01,U S A,2021
72,IRON AND STEEL,494.51,U S A,2021
73,ARTICLES OF IRON OR STEEL,235.69,U S A,2021
74,COPPER AND ARTICLES THEREOF.,212.5,U S A,2021
75,NICKEL AND ARTICLES THEREOF.,56.03,U S A,2021
76,ALUMINIUM AND ARTICLES THEREOF.,974.27,U S A,2021
78,LEAD AND ARTICLES THEREOF.,66.25,U S A,2021
79,ZINC AND ARTICLES THEREOF.,35.78,U S A,2021
80,TIN AND ARTICLES THEREOF.,0.17,U S A,2021
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,40.23,U S A,2021
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",57.61,U S A,2021
83,MISCELLANEOUS ARTICLES OF BASE METAL.,53.08,U S A,2021
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",3424.03,U S A,2021
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",1836.92,U S A,2021
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",85.74,U S A,2021
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",373.83,U S A,2021
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",190.21,U S A,2021
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",59.83,U S A,2021
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",1567.35,U S A,2021
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.78,U S A,2021
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2.13,U S A,2021
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.97,U S A,2021
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",41.46,U S A,2021
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",15.57,U S A,2021
96,MISCELLANEOUS MANUFACTURED ARTICLES.,19.42,U S A,2021
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,25,U S A,2021
98,PROJECT GOODS; SOME SPECIAL USES.,123.34,U S A,2021
99,MISCELLANEOUS GOODS.,0.89,U S A,2021
1,LIVE ANIMALS.,2.14,U S A,2022
2,MEAT AND EDIBLE MEAT OFFAL.,0.02,U S A,2022
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.59,U S A,2022
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",2.95,U S A,2022
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",3.65,U S A,2022
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.22,U S A,2022
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,92.44,U S A,2022
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,322.92,U S A,2022
9,"COFFEE, TEA, MATE AND SPICES.",1.52,U S A,2022
10,CEREALS.,0.05,U S A,2022
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.66,U S A,2022
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",7.84,U S A,2022
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",9.07,U S A,2022
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0,U S A,2022
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,100.33,U S A,2022
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0,U S A,2022
17,SUGARS AND SUGAR CONFECTIONERY.,9.26,U S A,2022
18,COCOA AND COCOA PREPARATIONS.,0.7,U S A,2022
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.35,U S A,2022
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",10.65,U S A,2022
21,MISCELLANEOUS EDIBLE PREPARATIONS.,27.44,U S A,2022
22,"BEVERAGES, SPIRITS AND VINEGAR.",48.13,U S A,2022
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,12.58,U S A,2022
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.79,U S A,2022
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",16.2,U S A,2022
26,"ORES, SLAG AND ASH.",60.69,U S A,2022
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",1132.82,U S A,2022
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",350.36,U S A,2022
29,ORGANIC CHEMICALS,737.46,U S A,2022
30,PHARMACEUTICAL PRODUCTS,152.65,U S A,2022
31,FERTILISERS.,901.76,U S A,2022
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",111.27,U S A,2022
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",41.64,U S A,2022
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",70.74,U S A,2022
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,39.09,U S A,2022
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,2.58,U S A,2022
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,78.25,U S A,2022
38,MISCELLANEOUS CHEMICAL PRODUCTS.,706.57,U S A,2022
39,PLASTIC AND ARTICLES THEREOF.,816.91,U S A,2022
40,RUBBER AND ARTICLES THEREOF.,210.29,U S A,2022
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,8.51,U S A,2022
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",4.65,U S A,2022
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.02,U S A,2022
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,13.78,U S A,2022
45,CORK AND ARTICLES OF CORK.,0.12,U S A,2022
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.04,U S A,2022
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,307.13,U S A,2022
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",247.89,U S A,2022
