HSCode,Commodity,value,country,year
99,MISCELLANEOUS GOODS.,146.27,U S A,2014
1,LIVE ANIMALS.,3.24,U S A,2015
2,MEAT AND EDIBLE MEAT OFFAL.,,U S A,2015
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",11.96,U S A,2015
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.24,U S A,2015
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",18.51,U S A,2015
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.28,U S A,2015
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,152.51,U S A,2015
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,726.48,U S A,2015
9,"COFFEE, TEA, MATE AND SPICES.",2.06,U S A,2015
10,CEREALS.,0.98,U S A,2015
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.92,U S A,2015
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",12.83,U S A,2015
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",18.64,U S A,2015
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.1,U S A,2015
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,3.97,U S A,2015
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",,U S A,2015
17,SUGARS AND SUGAR CONFECTIONERY.,13.39,U S A,2015
18,COCOA AND COCOA PREPARATIONS.,2.23,U S A,2015
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.54,U S A,2015
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",11.47,U S A,2015
21,MISCELLANEOUS EDIBLE PREPARATIONS.,46.77,U S A,2015
22,"BEVERAGES, SPIRITS AND VINEGAR.",103.47,U S A,2015
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,16.94,U S A,2015
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.31,U S A,2015
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",28.97,U S A,2015
26,"ORES, SLAG AND ASH.",21.87,U S A,2015
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",1308.02,U S A,2015
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",329.34,U S A,2015
29,ORGANIC CHEMICALS,789.16,U S A,2015
30,PHARMACEUTICAL PRODUCTS,314.52,U S A,2015
31,FERTILISERS.,309.87,U S A,2015
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",145.82,U S A,2015
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",54.98,U S A,2015
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",104.98,U S A,2015
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,63.23,U S A,2015
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,3.05,U S A,2015
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,91.1,U S A,2015
38,MISCELLANEOUS CHEMICAL PRODUCTS.,863.87,U S A,2015
39,PLASTIC AND ARTICLES THEREOF.,839.4,U S A,2015
40,RUBBER AND ARTICLES THEREOF.,193.17,U S A,2015
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,10.67,U S A,2015
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",7.76,U S A,2015
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.01,U S A,2015
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,41.53,U S A,2015
45,CORK AND ARTICLES OF CORK.,0.08,U S A,2015
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0,U S A,2015
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,474.14,U S A,2015
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",238.72,U S A,2015
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",87.57,U S A,2015
50,SILK,0.14,U S A,2015
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",4.95,U S A,2015
52,COTTON.,113.27,U S A,2015
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.05,U S A,2015
54,MAN-MADE FILAMENTS.,19.12,U S A,2015
55,MAN-MADE STAPLE FIBRES.,31.41,U S A,2015
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",33.75,U S A,2015
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,11.12,U S A,2015
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,2.08,U S A,2015
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",12.44,U S A,2015
60,KNITTED OR CROCHETED FABRICS.,0.88,U S A,2015
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",4.35,U S A,2015
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",4.54,U S A,2015
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,74.77,U S A,2015
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",4.3,U S A,2015
65,HEADGEAR AND PARTS THEREOF.,0.94,U S A,2015
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.01,U S A,2015
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.16,U S A,2015
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",34.33,U S A,2015
69,CERAMIC PRODUCTS.,36.23,U S A,2015
70,GLASS AND GLASSWARE.,152.64,U S A,2015
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",3153.91,U S A,2015
72,IRON AND STEEL,544.86,U S A,2015
73,ARTICLES OF IRON OR STEEL,210.53,U S A,2015
74,COPPER AND ARTICLES THEREOF.,94.77,U S A,2015
75,NICKEL AND ARTICLES THEREOF.,23.91,U S A,2015
76,ALUMINIUM AND ARTICLES THEREOF.,149.87,U S A,2015
78,LEAD AND ARTICLES THEREOF.,27.72,U S A,2015
79,ZINC AND ARTICLES THEREOF.,18.57,U S A,2015
80,TIN AND ARTICLES THEREOF.,0.04,U S A,2015
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,23.17,U S A,2015
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",61.15,U S A,2015
83,MISCELLANEOUS ARTICLES OF BASE METAL.,37.09,U S A,2015
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",3858.57,U S A,2015
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",1430.85,U S A,2015
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",39.04,U S A,2015
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",257.29,U S A,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1857.04,U S A,2015
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",109.71,U S A,2015
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",1473.82,U S A,2015
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.45,U S A,2015
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2.19,U S A,2015
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.67,U S A,2015
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",51.51,U S A,2015
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",21.48,U S A,2015
96,MISCELLANEOUS MANUFACTURED ARTICLES.,23.69,U S A,2015
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,12.97,U S A,2015
98,PROJECT GOODS; SOME SPECIAL USES.,262.67,U S A,2015
99,MISCELLANEOUS GOODS.,21.37,U S A,2015
1,LIVE ANIMALS.,2.36,U S A,2016
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",13.27,U S A,2016
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.19,U S A,2016
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",21.13,U S A,2016
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.18,U S A,2016
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,183.2,U S A,2016
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,658.6,U S A,2016
9,"COFFEE, TEA, MATE AND SPICES.",0.88,U S A,2016
10,CEREALS.,3.07,U S A,2016
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.98,U S A,2016
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",12.39,U S A,2016
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",14.72,U S A,2016
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0,U S A,2016
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,5.42,U S A,2016
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.12,U S A,2016
17,SUGARS AND SUGAR CONFECTIONERY.,15.87,U S A,2016
18,COCOA AND COCOA PREPARATIONS.,2.6,U S A,2016
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.13,U S A,2016
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",13.65,U S A,2016
21,MISCELLANEOUS EDIBLE PREPARATIONS.,58.63,U S A,2016
22,"BEVERAGES, SPIRITS AND VINEGAR.",206.75,U S A,2016
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,24.76,U S A,2016
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.3,U S A,2016
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",29.15,U S A,2016
26,"ORES, SLAG AND ASH.",22.54,U S A,2016
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",1666.11,U S A,2016
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",343.9,U S A,2016
29,ORGANIC CHEMICALS,801.01,U S A,2016
30,PHARMACEUTICAL PRODUCTS,298.35,U S A,2016
31,FERTILISERS.,194.88,U S A,2016
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",149.22,U S A,2016
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",61.84,U S A,2016
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",115.43,U S A,2016
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,59.98,U S A,2016
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,3.17,U S A,2016
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,76.34,U S A,2016
38,MISCELLANEOUS CHEMICAL PRODUCTS.,759.55,U S A,2016
39,PLASTIC AND ARTICLES THEREOF.,945.97,U S A,2016
40,RUBBER AND ARTICLES THEREOF.,201.64,U S A,2016
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,13.89,U S A,2016
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",5.55,U S A,2016
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",,U S A,2016
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,32.07,U S A,2016
45,CORK AND ARTICLES OF CORK.,0.08,U S A,2016
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.01,U S A,2016
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,466.85,U S A,2016
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",232.4,U S A,2016
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",60.15,U S A,2016
50,SILK,0.14,U S A,2016
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2.87,U S A,2016
52,COTTON.,289.51,U S A,2016
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.03,U S A,2016
54,MAN-MADE FILAMENTS.,20.51,U S A,2016
55,MAN-MADE STAPLE FIBRES.,23.83,U S A,2016
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",43.98,U S A,2016
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,10.66,U S A,2016
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.65,U S A,2016
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",10.54,U S A,2016
60,KNITTED OR CROCHETED FABRICS.,0.82,U S A,2016
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",1.63,U S A,2016
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",3.9,U S A,2016
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,61.85,U S A,2016
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2.68,U S A,2016
65,HEADGEAR AND PARTS THEREOF.,0.88,U S A,2016
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.04,U S A,2016
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.07,U S A,2016
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",39.18,U S A,2016
69,CERAMIC PRODUCTS.,9.91,U S A,2016
70,GLASS AND GLASSWARE.,139.71,U S A,2016
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",2082.36,U S A,2016
72,IRON AND STEEL,377.5,U S A,2016
73,ARTICLES OF IRON OR STEEL,228.91,U S A,2016
74,COPPER AND ARTICLES THEREOF.,93.61,U S A,2016
75,NICKEL AND ARTICLES THEREOF.,29.36,U S A,2016
76,ALUMINIUM AND ARTICLES THEREOF.,142.19,U S A,2016
78,LEAD AND ARTICLES THEREOF.,31.65,U S A,2016
79,ZINC AND ARTICLES THEREOF.,26.63,U S A,2016
80,TIN AND ARTICLES THEREOF.,0.05,U S A,2016
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,20.73,U S A,2016
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",62.42,U S A,2016
83,MISCELLANEOUS ARTICLES OF BASE METAL.,29.12,U S A,2016
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",3059.66,U S A,2016
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",1296.45,U S A,2016
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",33.48,U S A,2016
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",221.95,U S A,2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",4237.56,U S A,2016
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",95.5,U S A,2016
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",1451.64,U S A,2016
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.47,U S A,2016
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2.23,U S A,2016
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.62,U S A,2016
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",44.97,U S A,2016
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",20.48,U S A,2016
96,MISCELLANEOUS MANUFACTURED ARTICLES.,21.25,U S A,2016
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,15.33,U S A,2016
98,PROJECT GOODS; SOME SPECIAL USES.,211.05,U S A,2016
99,MISCELLANEOUS GOODS.,25.34,U S A,2016
1,LIVE ANIMALS.,2.13,U S A,2017
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",13.26,U S A,2017
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.04,U S A,2017
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",31.1,U S A,2017
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.28,U S A,2017
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,71.77,U S A,2017
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,872.28,U S A,2017
9,"COFFEE, TEA, MATE AND SPICES.",0.82,U S A,2017
10,CEREALS.,3.28,U S A,2017
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.91,U S A,2017
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",12.93,U S A,2017
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",14.38,U S A,2017
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0,U S A,2017
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,7.2,U S A,2017
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.04,U S A,2017
17,SUGARS AND SUGAR CONFECTIONERY.,24.61,U S A,2017
18,COCOA AND COCOA PREPARATIONS.,3.8,U S A,2017
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.72,U S A,2017
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",16.26,U S A,2017
21,MISCELLANEOUS EDIBLE PREPARATIONS.,91.91,U S A,2017
22,"BEVERAGES, SPIRITS AND VINEGAR.",272.59,U S A,2017
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,24.16,U S A,2017
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.45,U S A,2017
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",31.88,U S A,2017
26,"ORES, SLAG AND ASH.",21.61,U S A,2017
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",3973.53,U S A,2017
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",361.3,U S A,2017
29,ORGANIC CHEMICALS,1226.06,U S A,2017
30,PHARMACEUTICAL PRODUCTS,318.17,U S A,2017
31,FERTILISERS.,211.65,U S A,2017
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",167.57,U S A,2017
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",71.29,U S A,2017
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",126.24,U S A,2017
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,71.96,U S A,2017
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,4,U S A,2017
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,73.64,U S A,2017
38,MISCELLANEOUS CHEMICAL PRODUCTS.,868.9,U S A,2017
39,PLASTIC AND ARTICLES THEREOF.,988.65,U S A,2017
40,RUBBER AND ARTICLES THEREOF.,241.49,U S A,2017
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,15.04,U S A,2017
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",5.32,U S A,2017
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0,U S A,2017
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,50.5,U S A,2017
45,CORK AND ARTICLES OF CORK.,0.09,U S A,2017
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.01,U S A,2017
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,591.83,U S A,2017
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",244.04,U S A,2017
